Fecha,flow,Site,Device,Loading,Shipping,Payments,Review,Congrats
2019-10-27,direct,MLU,iOS,2072,2003,1635,1243,1163
2019-10-28,cart,MLA,Android,0,12637,9147,6789,6357
2019-10-28,cart,MLA,Desktop,0,8609,6780,5869,5740
2019-10-28,cart,MLA,Mobile,0,2988,2212,1593,1513
2019-10-28,cart,MLA,iOS,0,2215,1674,1314,1229
2019-10-28,direct,MLA,Android,261048,249006,203313,140716,130338
2019-10-28,direct,MLA,Desktop,136729,128905,110665,85138,83066
2019-10-28,direct,MLA,Mobile,79385,73908,58636,39844,36594
2019-10-28,direct,MLA,iOS,49883,47664,40285,31615,29521
2019-10-28,direct,MLC,Android,21153,21148,13666,10168,9129
2019-10-28,direct,MLC,Desktop,14102,14007,11284,9207,8671
2019-10-28,direct,MLC,Mobile,11763,11622,8026,5895,5079
2019-10-28,direct,MLC,iOS,5188,4988,3595,2805,2528
2019-10-28,direct,MLU,Android,17833,17833,14128,10863,10231
2019-10-28,direct,MLU,Desktop,6520,6436,5436,4424,4277
2019-10-28,direct,MLU,Mobile,6253,6163,4939,3773,3534
2019-10-28,direct,MLU,iOS,5363,5203,4468,3591,3414
2019-10-29,cart,MLA,Android,0,11869,8427,6136,5702
2019-10-29,cart,MLA,Desktop,0,7538,6019,5207,5097
2019-10-29,cart,MLA,Mobile,0,2786,2010,1440,1360
2019-10-29,cart,MLA,iOS,0,2026,1553,1270,1177
2019-10-29,direct,MLA,Android,242631,233917,191930,132852,122176
2019-10-29,direct,MLA,Desktop,124360,116357,99464,77371,75502
2019-10-29,direct,MLA,Mobile,76131,71868,56691,37155,34522
2019-10-29,direct,MLA,iOS,44184,40703,35546,27090,25371
2019-10-29,direct,MLC,Android,20404,20306,13247,9745,8836
2019-10-29,direct,MLC,Desktop,12596,12436,10008,8137,7668
2019-10-29,direct,MLC,Mobile,11158,11080,7631,5485,4760
2019-10-29,direct,MLC,iOS,5186,4971,3743,2996,2729
2019-10-29,direct,MLU,Android,18828,18832,14878,11724,11050
2019-10-29,direct,MLU,Desktop,6442,6373,5346,4319,4204
2019-10-29,direct,MLU,Mobile,6484,6360,5071,3876,3630
2019-10-29,direct,MLU,iOS,5512,5304,4573,3620,3427
2019-10-30,cart,MLA,Android,0,11548,8166,5936,5554
2019-10-30,cart,MLA,Desktop,0,7417,5909,5032,4899
2019-10-30,cart,MLA,Mobile,0,2676,1949,1391,1324
2019-10-30,cart,MLA,iOS,0,1953,1481,1171,1087
2019-10-30,direct,MLA,Android,239122,228092,184363,125915,115776
2019-10-30,direct,MLA,Desktop,120549,113344,97012,74606,72907
2019-10-30,direct,MLA,Mobile,71481,66875,52608,34725,32164
2019-10-30,direct,MLA,iOS,44580,42321,35769,27491,25632
2019-10-30,direct,MLC,Android,20189,20172,14565,10700,9699
2019-10-30,direct,MLC,Desktop,11956,11865,9521,7872,7477
2019-10-30,direct,MLC,Mobile,11153,11017,8172,6006,5225
2019-10-30,direct,MLC,iOS,4613,4441,3493,2755,2475
2019-10-30,direct,MLU,Android,18553,18660,14809,11447,10825
2019-10-30,direct,MLU,Desktop,6900,6852,5833,4674,4519
2019-10-30,direct,MLU,Mobile,6837,6707,5352,4101,3824
2019-10-30,direct,MLU,iOS,5955,5777,5037,3954,3679
2019-10-31,cart,MLA,Android,0,11442,8121,5873,5423
2019-10-31,cart,MLA,Desktop,0,7063,5635,4782,4674
2019-10-31,cart,MLA,Mobile,0,2604,1915,1395,1321
2019-10-31,cart,MLA,iOS,0,1962,1450,1152,1076
2019-10-31,direct,MLA,Android,247098,237178,191215,130816,120061
2019-10-31,direct,MLA,Desktop,114856,108111,92044,70792,69247
2019-10-31,direct,MLA,Mobile,65703,61691,48108,30825,28614
2019-10-31,direct,MLA,iOS,43792,41437,35598,27262,25239
2019-10-31,direct,MLC,Android,18408,18399,13065,9491,8530
2019-10-31,direct,MLC,Desktop,6536,6449,5201,4216,3999
2019-10-31,direct,MLC,Mobile,10554,10426,7822,5642,4854
2019-10-31,direct,MLC,iOS,4246,4086,3183,2447,2219
2019-10-31,direct,MLU,Android,17306,17356,13826,10586,9960
2019-10-31,direct,MLU,Desktop,6165,6098,5193,4170,4040
2019-10-31,direct,MLU,Mobile,6245,6127,4914,3723,3540
2019-10-31,direct,MLU,iOS,5495,5359,4487,3633,3416
2019-11-01,cart,MLA,Android,0,10650,7725,5702,5328
2019-11-01,cart,MLA,Desktop,0,6589,5259,4530,4442
2019-11-01,cart,MLA,Mobile,0,2289,1711,1267,1197
2019-11-01,cart,MLA,iOS,0,1753,1287,1024,961
2019-11-01,direct,MLA,Android,226481,216858,177255,124110,114309
2019-11-01,direct,MLA,Desktop,105924,99448,84951,66346,64927
2019-11-01,direct,MLA,Mobile,63637,59394,46567,31172,28927
2019-11-01,direct,MLA,iOS,39918,37611,31816,23632,21826
2019-11-01,direct,MLC,Android,20751,20669,14673,10413,9448
2019-11-01,direct,MLC,Desktop,7072,6961,5585,4589,4370
2019-11-01,direct,MLC,Mobile,11114,10925,8135,5843,5099
2019-11-01,direct,MLC,iOS,4695,4500,3478,2714,2475
2019-11-01,direct,MLU,Android,16814,16818,13213,10119,9542
2019-11-01,direct,MLU,Desktop,5548,5476,4578,3708,3591
2019-11-01,direct,MLU,Mobile,6171,6069,4827,3639,3431
2019-11-01,direct,MLU,iOS,4874,4746,3960,3068,2862
2019-11-02,cart,MLA,Android,0,8112,5664,4057,3763
2019-11-02,cart,MLA,Desktop,0,3173,2525,2115,2068
2019-11-02,cart,MLA,Mobile,0,1969,1443,950,905
2019-11-02,cart,MLA,iOS,0,1225,907,732,675
2019-11-02,direct,MLA,Android,176252,167844,134290,87206,80820
2019-11-02,direct,MLA,Desktop,52227,48816,40903,29577,28756
2019-11-02,direct,MLA,Mobile,52754,48778,38012,24255,22428
2019-11-02,direct,MLA,iOS,27113,25624,21020,16011,14725
2019-11-02,direct,MLC,Android,20387,20345,14706,10700,9623
2019-11-02,direct,MLC,Desktop,7006,6972,5670,4609,4409
2019-11-02,direct,MLC,Mobile,12249,12119,9072,6564,5694
2019-11-02,direct,MLC,iOS,4832,4669,3682,2896,2597
2019-11-02,direct,MLU,Android,12837,12841,9699,7182,6692
2019-11-02,direct,MLU,Desktop,2568,2547,2062,1602,1530
2019-11-02,direct,MLU,Mobile,4802,4710,3693,2748,2580
2019-11-02,direct,MLU,iOS,3353,3244,2671,2001,1869
2019-11-03,cart,MLA,Android,0,8002,5448,3787,3481
2019-11-03,cart,MLA,Desktop,0,3054,2374,1962,1895
2019-11-03,cart,MLA,Mobile,0,2026,1454,986,939
2019-11-03,cart,MLA,iOS,0,1440,1083,797,720
2019-11-03,direct,MLA,Android,173230,164845,129348,80947,73074
2019-11-03,direct,MLA,Desktop,47916,44847,37222,26418,25657
2019-11-03,direct,MLA,Mobile,52741,48848,37011,22048,20331
2019-11-03,direct,MLA,iOS,28870,27126,22737,16392,14641
2019-11-03,direct,MLC,Android,23320,23225,16672,12149,10956
2019-11-03,direct,MLC,Desktop,8389,8302,6861,5626,5377
2019-11-03,direct,MLC,Mobile,13501,13319,10025,7249,6347
2019-11-03,direct,MLC,iOS,5726,5479,4287,3317,3014
2019-11-03,direct,MLU,Android,12673,12692,9502,6854,6417
2019-11-03,direct,MLU,Desktop,2482,2452,2016,1568,1514
2019-11-03,direct,MLU,Mobile,4416,4311,3357,2454,2272
2019-11-03,direct,MLU,iOS,3143,2998,2381,1717,1545
2019-11-04,cart,MLA,Android,0,24591,17996,12558,11507
2019-11-04,cart,MLA,Desktop,0,16729,13568,10674,10346
2019-11-04,cart,MLA,Mobile,0,6195,4568,3004,2874
2019-11-04,cart,MLA,iOS,0,4813,3673,2727,2530
2019-11-04,direct,MLA,Android,559027,537723,444330,267132,241896
2019-11-04,direct,MLA,Desktop,289184,274404,235333,159962,154828
2019-11-04,direct,MLA,Mobile,165794,156047,123987,70808,65590
2019-11-04,direct,MLA,iOS,93094,88880,73508,51190,46195
2019-11-04,direct,MLC,Android,27170,27105,20645,15841,14460
2019-11-04,direct,MLC,Desktop,20098,20005,16598,13868,13258
2019-11-04,direct,MLC,Mobile,15083,14884,11310,8400,7443
2019-11-04,direct,MLC,iOS,6909,6668,5309,4292,3901
2019-11-04,direct,MLU,Android,39280,39421,31875,23874,22377
2019-11-04,direct,MLU,Desktop,14053,13981,11949,9746,9450
2019-11-04,direct,MLU,Mobile,13404,13175,10775,8143,7692
2019-11-04,direct,MLU,iOS,12016,11833,10122,7566,6999
2019-11-05,cart,MLA,Android,455139,21164,15453,11208,10357
2019-11-05,cart,MLA,Desktop,244391,14961,11939,9527,9291
2019-11-05,cart,MLA,Mobile,145580,5769,4276,2899,2725
2019-11-05,cart,MLA,iOS,79509,4336,3366,2572,2401
2019-11-05,direct,MLA,Android,456822,442504,366607,239320,218565
2019-11-05,direct,MLA,Desktop,240564,228232,197087,139015,135334
2019-11-05,direct,MLA,Mobile,141080,132611,106864,66837,61806
2019-11-05,direct,MLA,iOS,79889,76249,64861,46607,42438
2019-11-05,direct,MLC,Android,26816,26875,19935,15435,14165
2019-11-05,direct,MLC,Desktop,18186,18028,14899,12497,11921
2019-11-05,direct,MLC,Mobile,13825,13707,10450,7749,6822
2019-11-05,direct,MLC,iOS,6505,6321,5082,4127,3751
2019-11-05,direct,MLU,Android,31812,31991,26046,20548,19353
2019-11-05,direct,MLU,Desktop,11566,11480,9996,8135,7877
2019-11-05,direct,MLU,Mobile,11344,11241,9374,7291,6932
2019-11-05,direct,MLU,iOS,9498,9366,8028,6297,5823
2019-11-06,cart,MLA,Android,498506,23054,17217,12614,11701
2019-11-06,cart,MLA,Desktop,259903,16173,13143,10589,10263
2019-11-06,cart,MLA,Mobile,148113,6235,4665,3268,3097
2019-11-06,cart,MLA,iOS,84749,4230,3187,2503,2320
2019-11-06,direct,MLA,Android,501944,487531,403043,268425,248347
2019-11-06,direct,MLA,Desktop,260748,246844,214147,156213,152047
2019-11-06,direct,MLA,Mobile,148888,140173,114260,71937,66909
2019-11-06,direct,MLA,iOS,83930,80235,68650,49771,45333
2019-11-06,direct,MLC,Android,28121,28123,20651,15485,14154
2019-11-06,direct,MLC,Desktop,17518,17403,14211,11813,11257
2019-11-06,direct,MLC,Mobile,14144,13968,10624,7868,6965
2019-11-06,direct,MLC,iOS,6479,6232,5045,4029,3675
2019-11-06,direct,MLU,Android,30895,30989,25548,20225,19158
2019-11-06,direct,MLU,Desktop,11060,10999,9456,7728,7505
2019-11-06,direct,MLU,Mobile,11302,11079,9185,7242,6837
2019-11-06,direct,MLU,iOS,9321,9231,8040,6344,5997
2019-11-07,cart,MLA,Android,337748,15237,11026,8029,7473
2019-11-07,cart,MLA,Desktop,153316,9444,7462,6211,6055
2019-11-07,cart,MLA,Mobile,93601,3699,2718,1994,1893
2019-11-07,cart,MLA,iOS,56527,2631,1944,1535,1432
2019-11-07,direct,MLA,Android,341733,322056,259363,171714,156843
2019-11-07,direct,MLA,Desktop,151754,141980,121167,90777,88081
2019-11-07,direct,MLA,Mobile,93189,87598,68815,43884,40417
2019-11-07,direct,MLA,iOS,52785,49905,42348,31491,28355
2019-11-07,direct,MLC,Android,25473,25464,18596,14039,12774
2019-11-07,direct,MLC,Desktop,16342,16225,13167,10850,10370
2019-11-07,direct,MLC,Mobile,13744,13458,10129,7328,6449
2019-11-07,direct,MLC,iOS,6089,5908,4619,3652,3367
2019-11-07,direct,MLU,Android,27453,27665,22029,16976,16039
2019-11-07,direct,MLU,Desktop,8490,8408,7200,5812,5667
2019-11-07,direct,MLU,Mobile,8998,8809,7230,5556,5235
2019-11-07,direct,MLU,iOS,7641,7513,6478,5044,4710
2019-11-08,cart,MLA,Android,270009,12339,8870,6557,6058
2019-11-08,cart,MLA,Desktop,127756,7806,6159,5158,5029
2019-11-08,cart,MLA,Mobile,78179,2905,2163,1582,1515
2019-11-08,cart,MLA,iOS,44555,2005,1533,1236,1139
2019-11-08,direct,MLA,Android,265948,256761,208180,137808,126793
2019-11-08,direct,MLA,Desktop,130269,122751,104608,80742,78584
2019-11-08,direct,MLA,Mobile,79290,74853,58784,38709,36023
2019-11-08,direct,MLA,iOS,46938,44263,37974,28116,25768
2019-11-08,direct,MLC,Android,26343,26324,18972,13779,12342
2019-11-08,direct,MLC,Desktop,14118,14031,11392,9202,8760
2019-11-08,direct,MLC,Mobile,13135,12744,9606,6887,6034
2019-11-08,direct,MLC,iOS,5568,5323,4088,3187,2922
2019-11-08,direct,MLU,Android,22236,22266,17757,13616,12772
2019-11-08,direct,MLU,Desktop,7352,7274,6188,5010,4876
2019-11-08,direct,MLU,Mobile,7562,7400,5938,4655,4393
2019-11-08,direct,MLU,iOS,6549,6432,5449,4254,4008
2019-11-09,cart,MLA,Android,212533,9799,6910,4861,4516
2019-11-09,cart,MLA,Desktop,66018,4156,3247,2685,2597
2019-11-09,cart,MLA,Mobile,67267,2683,1976,1380,1287
2019-11-09,cart,MLA,iOS,34162,1564,1204,957,874
2019-11-09,direct,MLA,Android,215233,204753,163305,105438,97232
2019-11-09,direct,MLA,Desktop,65782,61911,52295,37528,36442
2019-11-09,direct,MLA,Mobile,67365,62798,49464,30529,28184
2019-11-09,direct,MLA,iOS,35404,33555,27009,19231,17920
2019-11-09,direct,MLC,Android,28144,28108,19946,13907,12308
2019-11-09,direct,MLC,Desktop,8267,8200,6579,5331,5090
2019-11-09,direct,MLC,Mobile,14784,14634,10763,7553,6486
2019-11-09,direct,MLC,iOS,5724,5481,4216,3205,2860
2019-11-09,direct,MLU,Android,16764,16814,13122,9861,9357
2019-11-09,direct,MLU,Desktop,3040,2996,2547,2001,1923
2019-11-09,direct,MLU,Mobile,5625,5474,4475,3370,3164
2019-11-09,direct,MLU,iOS,4445,4355,3712,2807,2553
2019-11-10,cart,MLA,Android,212248,10402,7329,5176,4784
2019-11-10,cart,MLA,Desktop,64090,4374,3459,2822,2734
2019-11-10,cart,MLA,Mobile,67593,2793,2061,1427,1357
2019-11-10,cart,MLA,iOS,36154,1848,1357,1047,925
2019-11-10,direct,MLA,Android,205349,195973,156141,99280,89940
2019-11-10,direct,MLA,Desktop,64081,60100,50801,36882,35742
2019-11-10,direct,MLA,Mobile,67147,63241,49089,29901,27516
2019-11-10,direct,MLA,iOS,39123,36912,31240,22431,20149
2019-11-10,direct,MLC,Android,31328,31352,22249,15482,13796
2019-11-10,direct,MLC,Desktop,9291,9196,7462,6143,5826
2019-11-10,direct,MLC,Mobile,16656,16435,12112,8458,7280
2019-11-10,direct,MLC,iOS,6870,6622,5175,4010,3587
2019-11-10,direct,MLU,Android,15338,15405,11690,8727,8110
2019-11-10,direct,MLU,Desktop,3026,2990,2459,2005,1911
2019-11-10,direct,MLU,Mobile,5264,5140,4084,3078,2900
2019-11-10,direct,MLU,iOS,4216,4111,3414,2536,2310
2019-11-11,cart,MLA,Android,333340,15341,11127,8326,7783
2019-11-11,cart,MLA,Desktop,149911,9313,7430,6379,6201
2019-11-11,cart,MLA,Mobile,89836,3486,2545,1872,1774
2019-11-11,cart,MLA,iOS,56777,2502,1881,1465,1387
2019-11-11,direct,MLA,Android,337325,323006,266756,180100,166410
2019-11-11,direct,MLA,Desktop,150301,141573,121093,94276,91933
2019-11-11,direct,MLA,Mobile,89539,83716,65619,44339,41126
2019-11-11,direct,MLA,iOS,58728,55539,47566,35688,32499
2019-11-11,direct,MLC,Android,37888,37740,27506,20256,18156
2019-11-11,direct,MLC,Desktop,21780,21643,17824,14762,14070
2019-11-11,direct,MLC,Mobile,17548,17262,13061,9524,8315
2019-11-11,direct,MLC,iOS,8601,8326,6598,5129,4672
2019-11-11,direct,MLU,Android,29853,29969,24628,19227,18057
2019-11-11,direct,MLU,Desktop,9380,9305,8078,6606,6434
2019-11-11,direct,MLU,Mobile,9439,9307,7627,5882,5535
2019-11-11,direct,MLU,iOS,8838,8649,7503,5924,5523
2019-11-12,cart,MLA,Android,275733,13105,9284,6845,6402
2019-11-12,cart,MLA,Desktop,133054,8395,6681,5715,5580
2019-11-12,cart,MLA,Mobile,79786,3052,2203,1573,1474
2019-11-12,cart,MLA,iOS,48432,2224,1710,1384,1299
2019-11-12,direct,MLA,Android,272491,258546,209185,144072,131680
2019-11-12,direct,MLA,Desktop,133687,125652,107123,83293,80926
2019-11-12,direct,MLA,Mobile,78863,73587,57879,38282,35103
2019-11-12,direct,MLA,iOS,48241,45559,38640,30686,28474
2019-11-12,direct,MLC,Android,30451,30557,22071,15645,14068
2019-11-12,direct,MLC,Desktop,16646,16528,13471,11012,10494
2019-11-12,direct,MLC,Mobile,14708,14430,10804,7872,6774
2019-11-12,direct,MLC,iOS,6818,6553,5064,4062,3678
2019-11-12,direct,MLU,Android,23545,23633,18895,14458,13656
2019-11-12,direct,MLU,Desktop,7723,7669,6594,5319,5153
2019-11-12,direct,MLU,Mobile,8087,7906,6493,4949,4643
2019-11-12,direct,MLU,iOS,6938,6787,5819,4641,4315
2019-11-13,cart,MLA,Android,267496,11962,8533,6429,5972
2019-11-13,cart,MLA,Desktop,125622,7687,6154,5340,5248
2019-11-13,cart,MLA,Mobile,76917,2968,2147,1528,1461
2019-11-13,cart,MLA,iOS,45253,2160,1634,1314,1222
2019-11-13,direct,MLA,Android,265064,253823,208431,144462,132031
2019-11-13,direct,MLA,Desktop,125967,118530,101426,79236,77477
2019-11-13,direct,MLA,Mobile,76384,71555,56253,37265,34718
2019-11-13,direct,MLA,iOS,45223,42600,35456,26953,24465
2019-11-13,direct,MLC,Android,32621,32474,23446,16984,15285
2019-11-13,direct,MLC,Desktop,18308,18223,14884,12234,11691
2019-11-13,direct,MLC,Mobile,14363,14076,10487,7670,6731
2019-11-13,direct,MLC,iOS,7150,6831,5353,4125,3767
2019-11-13,direct,MLU,Android,22753,22999,18232,13790,13017
2019-11-13,direct,MLU,Desktop,7350,7251,6224,5058,4895
2019-11-13,direct,MLU,Mobile,7434,7326,5951,4523,4260
2019-11-13,direct,MLU,iOS,6913,6759,5840,4498,4151
2019-11-14,cart,MLA,Android,253189,11343,8051,6004,5571
2019-11-14,cart,MLA,Desktop,115547,7119,5639,4865,4788
2019-11-14,cart,MLA,Mobile,71260,2662,1967,1418,1346
2019-11-14,cart,MLA,iOS,41988,1906,1422,1126,1038
2019-11-14,direct,MLA,Android,252745,242065,195571,131439,120486
2019-11-14,direct,MLA,Desktop,117702,111351,95077,73555,71515
2019-11-14,direct,MLA,Mobile,73684,68830,54129,34984,32182
2019-11-14,direct,MLA,iOS,41779,38383,32565,25371,23560
2019-11-14,direct,MLC,Android,31230,31336,22244,15841,14187
2019-11-14,direct,MLC,Desktop,17913,17794,14447,11861,11346
2019-11-14,direct,MLC,Mobile,14699,14560,10702,7694,6735
2019-11-14,direct,MLC,iOS,6768,6536,5060,3925,3597
2019-11-14,direct,MLU,Android,21648,21785,17094,13267,12398
2019-11-14,direct,MLU,Desktop,6783,6711,5695,4638,4477
2019-11-14,direct,MLU,Mobile,6936,6850,5527,4197,3992
2019-11-14,direct,MLU,iOS,6035,5947,5029,3990,3744
2019-11-15,cart,MLA,Android,215812,9673,6818,5112,4773
2019-11-15,cart,MLA,Desktop,97056,6026,4705,4021,3913
2019-11-15,cart,MLA,Mobile,59859,2196,1620,1166,1092
2019-11-15,cart,MLA,iOS,34403,1666,1254,986,909
2019-11-15,direct,MLA,Android,214353,206452,166203,115083,105555
2019-11-15,direct,MLA,Desktop,97324,91719,78134,60895,59490
2019-11-15,direct,MLA,Mobile,59612,56966,44701,28200,25948
2019-11-15,direct,MLA,iOS,34403,32364,27327,20782,19038
2019-11-15,direct,MLC,Android,30210,30527,21947,15927,14295
2019-11-15,direct,MLC,Desktop,15411,15307,12338,10066,9578
2019-11-15,direct,MLC,Mobile,14035,13814,10309,7519,6466
2019-11-15,direct,MLC,iOS,6084,6056,4726,3658,3328
2019-11-15,direct,MLU,Android,19112,19128,15401,12024,11245
2019-11-15,direct,MLU,Desktop,5961,5940,5098,4095,3969
2019-11-15,direct,MLU,Mobile,6031,5957,4823,3591,3406
2019-11-15,direct,MLU,iOS,5191,5004,4279,3425,3215
2019-11-16,cart,MLA,Android,170890,7380,5101,3589,3299
2019-11-16,cart,MLA,Desktop,49327,2986,2332,1940,1875
2019-11-16,cart,MLA,Mobile,50697,1830,1297,887,833
2019-11-16,cart,MLA,iOS,26188,1177,858,669,635
2019-11-16,direct,MLA,Android,171441,164160,129466,82409,74835
2019-11-16,direct,MLA,Desktop,49280,46229,38653,28450,27027
2019-11-16,direct,MLA,Mobile,50083,46081,35460,22401,20507
2019-11-16,direct,MLA,iOS,26188,23846,19600,14482,13143
2019-11-16,direct,MLC,Android,29433,29505,20838,14745,12972
2019-11-16,direct,MLC,Desktop,8719,8684,7308,5919,5646
2019-11-16,direct,MLC,Mobile,13629,13549,10027,6996,6073
2019-11-16,direct,MLC,iOS,5956,5954,4444,3396,3079
2019-11-16,direct,MLU,Android,12621,12608,9622,7053,6615
2019-11-16,direct,MLU,Desktop,2480,2415,1974,1545,1488
2019-11-16,direct,MLU,Mobile,4193,4111,3305,2492,2356
2019-11-16,direct,MLU,iOS,3120,3131,2583,1898,1785
2019-11-17,cart,MLA,Android,156252,7300,5000,3456,3196
2019-11-17,cart,MLA,Desktop,37193,2453,1926,1593,1553
2019-11-17,cart,MLA,Mobile,46665,1875,1378,916,871
2019-11-17,cart,MLA,iOS,23374,1215,891,705,658
2019-11-17,direct,MLA,Android,154659,148548,114814,67206,59542
2019-11-17,direct,MLA,Desktop,37189,34677,28758,20656,20048
2019-11-17,direct,MLA,Mobile,46717,43592,33217,19990,18205
2019-11-17,direct,MLA,iOS,24161,22437,17751,11988,10755
2019-11-17,direct,MLC,Android,34288,34342,24173,16952,15068
2019-11-17,direct,MLC,Desktop,10016,9914,7998,6585,6334
2019-11-17,direct,MLC,Mobile,16602,16357,12154,8515,7380
2019-11-17,direct,MLC,iOS,7371,7017,5429,4107,3658
2019-11-17,direct,MLU,Android,12188,12297,8973,6499,6077
2019-11-17,direct,MLU,Desktop,2190,2139,1778,1379,1312
2019-11-17,direct,MLU,Mobile,4086,4032,3150,2324,2163
2019-11-17,direct,MLU,iOS,3217,3105,2541,1946,1820
2019-11-18,cart,MLA,Android,207415,9714,6750,4798,4437
2019-11-18,cart,MLA,Desktop,62015,3997,3150,2647,2574
2019-11-18,cart,MLA,Mobile,62766,2467,1765,1254,1182
2019-11-18,cart,MLA,iOS,33737,1643,1242,990,909
2019-11-18,direct,MLA,Android,201373,191500,152407,98604,89762
2019-11-18,direct,MLA,Desktop,61956,58077,49095,36608,35641
2019-11-18,direct,MLA,Mobile,62559,58233,44233,27882,25471
2019-11-18,direct,MLA,iOS,33280,30816,25320,18801,17247
2019-11-18,direct,MLC,Android,39958,40032,29533,21884,19777
2019-11-18,direct,MLC,Desktop,23969,23817,19503,16103,15365
2019-11-18,direct,MLC,Mobile,18488,18015,13723,10005,8493
2019-11-18,direct,MLC,iOS,9574,9250,7234,5724,5179
2019-11-18,direct,MLU,Android,22827,23030,18473,14397,13643
2019-11-18,direct,MLU,Desktop,7883,7801,6749,5460,5300
2019-11-18,direct,MLU,Mobile,7560,7461,6161,4704,4466
2019-11-18,direct,MLU,iOS,6436,6262,5491,4330,4027
2019-11-19,cart,MLA,Android,267697,12823,9120,6935,6433
2019-11-19,cart,MLA,Desktop,129648,8168,6541,5670,5527
2019-11-19,cart,MLA,Mobile,77131,2991,2219,1674,1582
2019-11-19,cart,MLA,iOS,47046,2235,1719,1382,1283
2019-11-19,direct,MLA,Android,267089,256930,208042,145548,133983
2019-11-19,direct,MLA,Desktop,128574,121530,104518,81577,78746
2019-11-19,direct,MLA,Mobile,80049,75472,59225,38934,35569
2019-11-19,direct,MLA,iOS,48871,45966,39211,30533,28283
2019-11-19,direct,MLC,Android,39786,40008,29551,21721,19536
2019-11-19,direct,MLC,Desktop,23798,23648,19592,16166,15261
2019-11-19,direct,MLC,Mobile,18186,17924,13501,9869,8519
2019-11-19,direct,MLC,iOS,9140,8825,7139,5702,5092
2019-11-19,direct,MLU,Android,21499,21573,17127,13559,12702
2019-11-19,direct,MLU,Desktop,7578,7484,6455,5329,5159
2019-11-19,direct,MLU,Mobile,7457,7333,5919,4609,4334
2019-11-19,direct,MLU,iOS,6360,6216,5380,4116,3826
2019-11-20,cart,MLA,Android,247762,11205,7804,5628,5234
2019-11-20,cart,MLA,Desktop,118530,7216,5733,4955,4863
2019-11-20,cart,MLA,Mobile,71586,2647,1965,1458,1375
2019-11-20,cart,MLA,iOS,43981,2010,1539,1218,1144
2019-11-20,direct,MLA,Android,247053,237493,190060,126374,115597
2019-11-20,direct,MLA,Desktop,118141,111398,94366,73378,71658
2019-11-20,direct,MLA,Mobile,71910,67375,52027,33805,31195
2019-11-20,direct,MLA,iOS,44699,42454,35319,26658,24593
2019-11-20,direct,MLC,Android,38246,38404,28029,20638,18707
2019-11-20,direct,MLC,Desktop,22474,22374,18082,14970,14337
2019-11-20,direct,MLC,Mobile,18293,18067,13577,9830,8610
2019-11-20,direct,MLC,iOS,8308,8042,6384,5071,4637
2019-11-20,direct,MLU,Android,22896,23020,18314,14242,13521
2019-11-20,direct,MLU,Desktop,7280,7209,6249,5033,4848
2019-11-20,direct,MLU,Mobile,6965,6806,5535,4195,3994
2019-11-20,direct,MLU,iOS,6659,6503,5680,4515,4141
2019-11-21,cart,MLA,Android,251092,11134,7761,5587,5144
2019-11-21,cart,MLA,Desktop,114948,6957,5412,4667,4561
2019-11-21,cart,MLA,Mobile,69649,2390,1715,1227,1180
2019-11-21,cart,MLA,iOS,43831,1917,1434,1144,1040
2019-11-21,direct,MLA,Android,252007,242015,193555,128304,116888
2019-11-21,direct,MLA,Desktop,115221,108545,92367,71188,65017
2019-11-21,direct,MLA,Mobile,69775,64974,50464,32293,27889
2019-11-21,direct,MLA,iOS,45235,42714,36653,28362,26181
2019-11-21,direct,MLC,Android,41173,41345,29600,21420,19208
2019-11-21,direct,MLC,Desktop,21294,21150,16774,13701,12464
2019-11-21,direct,MLC,Mobile,18141,17939,13256,9532,8026
2019-11-21,direct,MLC,iOS,8469,8170,6388,5071,4576
2019-11-21,direct,MLU,Android,20357,20426,16342,12604,11806
2019-11-21,direct,MLU,Desktop,6900,6846,5844,4769,4494
2019-11-21,direct,MLU,Mobile,6547,6472,5222,4032,3727
2019-11-21,direct,MLU,iOS,5691,5598,4853,3830,3609
2019-11-22,cart,MLA,Android,223666,10215,7313,5432,5004
2019-11-22,cart,MLA,Desktop,107209,6845,5365,4685,4559
2019-11-22,cart,MLA,Mobile,61475,2271,1600,1152,1083
2019-11-22,cart,MLA,iOS,36633,1744,1270,1026,937
2019-11-22,direct,MLA,Android,224251,215238,172933,116479,107339
2019-11-22,direct,MLA,Desktop,108648,101930,86767,67833,66191
2019-11-22,direct,MLA,Mobile,62559,58539,45520,29761,27669
2019-11-22,direct,MLA,iOS,36633,34390,29149,22233,20631
2019-11-22,direct,MLC,Android,32500,32645,22978,16433,14675
2019-11-22,direct,MLC,Desktop,17288,17258,13762,11179,10676
2019-11-22,direct,MLC,Mobile,14834,14630,10748,7710,6668
2019-11-22,direct,MLC,iOS,6431,6245,4925,3827,3493
2019-11-22,direct,MLU,Android,18034,18137,13979,10800,10126
2019-11-22,direct,MLU,Desktop,5770,5703,4836,3836,3725
2019-11-22,direct,MLU,Mobile,5672,5590,4533,3511,3328
2019-11-22,direct,MLU,iOS,4861,4767,3979,3053,2828
2019-11-23,cart,MLA,Android,169975,7558,5216,3733,3436
2019-11-23,cart,MLA,Desktop,51510,3321,2619,2232,2176
2019-11-23,cart,MLA,Mobile,50175,1963,1369,986,930
2019-11-23,cart,MLA,iOS,26928,1270,961,739,675
2019-11-23,direct,MLA,Android,170091,163198,128221,81059,75074
